,Titulo,Ingredientes,Elaboracion
1476,xincoyotes con tortas de garambullo  ,"['15    piezas de flores    1/2    taza de harina', 'de garambullo 4    cucharadas de pepitas ', '3   xincoyotes (lagartijas) de calabaza', '1   taza de escamoles  2    cucharadas de cebolla ', '50   gramos de chile mulato picada', '50   gramos de chile ancho 3   dientes de ajo', '50   gramos de chile guajillo 1   pizca de comino', '3   jitomates   sal al gusto', '5   huevos']",": en una cacerola con agua se cuecen las flores de garambullo y des- pues se escurren. con las flores se hacen pequenas tortitas y se espolvorean con harina.  las claras de los huevos se baten a punto de turron, se agregan las  yemas sin dejar de batir hasta que se incorporen. se capean las tortas. en una sarten se calienta aceite y se frien las tortitas.  las lagartijas se lavan y se colocan en el fuego para que se que- men un poco y poder quitarles la piel. posteriormente, se abren en  canal para quitar la menudencia y se vuelven a enjuagar. los escamoles se enjuagan y se ponen a escurrir. mientras tanto, los chiles se muelen con el resto de los ingredien- tes y se frie la mezcla en una sarten con un poco de agua, especias y  sal al gusto. las lagartijas se cortan en pedazos y se doran ligeramente en aceite. a la salsa se agregan los xincoyotes en trozos y las tortas de flores,  y se dejan sazonar por 10 minutos. por ultimo, se agregan los escamoles y se deja hervir a fuego lento  otros 10 minutos. 294"
1477,xincoyotes en mixotes con escamoles,"['4   lagartijas de escamas de pescado o xincoyotes', '250  gramos de escamoles', '1   cebolla', '2   nopales tiernos ', '3   piezas de chile verde', '3   dientes de ajo ', '1   pizca de oregano', '  sal al gusto', '4   obleas de maguey para hacer mixiotes']",": los xincoyotes se lavan y se colocan entre las brasas de los lenos para  que se quemen un poco y poder pelarlos, luego se abren en canal para  extraer sus visceras y nuevamente se enjuagan con agua. el escamol se limpia y se enjuaga. el resto de los ingredientes se pican finamente y se mezclan con  los escamoles. con dicha mezcla se rellenan los xincoyotes. cada xincoyote se envuelven con la oblea del maguey para hacer  las bolsitas de los mixiotes y se amarran las puntas.  se colocan los mixiotes en una vaporera y se cuecen por 40 minutos.  recuperada por pena sanchez y hernandez albarran, 2009:279. 295"
1478,vibora de cascabel asada,"['1   vibora ', '  sal al gusto']",": la vibora se caza golpeandola en la cabeza. posteriormente se corta la cabeza, se amarra del pescuezo y se  copina hasta la cola (se realiza un corte de la piel alrededor del cuello  y se le jala la piel hasta la cola), se corta de un cuarto de la cabeza  hacia el cuerpo y de un cuarto de la cola hacia la cabeza.  despues se abre en canal y se extraen las visceras. se lava bien y se pone a las brasas agregando sal al gusto y mo- viendola constantemente sin dejar que se queme, una vez que esta  bien dorada se saca y se sirve. recuperada por pena sanchez y hernandez albarran, 2009:280. el informan- te comenta que antiguamente se comia, sin embargo esta practica se ha dejado  porque consideran que esta en peligro de extincion. la preparacion de la vibora  tambien se llega a realizar en penca de maguey para hornearse en la tierra. 296"
1479,agua de biznaga,"['5   kilogramos de biznaga', '4   limones', '1   taza de azucar', '4   litros de agua ']",": la biznaga se pela para quitarle las espinas. una parte se pica y otra se licua con una taza de agua. en un recipiente se vierte la biznaga licuada y la picada. se le anade el jugo de limon y el sobrante de agua. por ultimo, se agrega el azucar. receta recuperada por pena sanchez y hernandez albarran, 2009:283. el infor- mante comenta que antiguamente se comia, sin embargo esta practica se ha de- jado porque se considera que las biznagas se encuentran en peligro de extincion. 299"
1480,agua de alfalfa con pina y pepino,"['50   gramos de alfalfa 1   pepino', '30   gramos de pina 2   litros de agua', '2   cucharadas de azucar']",": en el metate se muele la alfalfa con la pina y el pepino. en una olla de barro se agregan dos litros de agua y se endulza. la mezcla de la alfalfa, la pina y el pepino se cuela, se vacia en la  olla y se revuelve. agua de mezquite rosa cano acosta seccion norte, santiago de anaya ingredientes: 3    kilogramos de semillas   1/2    pieza de piloncillo de mezquite 2  rajitas de canela 3   litros de agua elaboracion: las vainas del mezquite se lavan con jabon, se enjuagan y se sacan  las semillas poniendolas a remojar.  en una olla de barro se vierten tres litros de agua, y se pone a  hervir con la canela y el piloncillo. en el metate se muelen las semillas, la mezcla se cuela y se agrega  a la olla. se hierve por 15 minutos. 300"
1481,agua de mora,"[' ', '1   kilogramo de mora 5   gramos de canela', '3   litros de agua 1   taza de azucar']",":   en una olla de barro se vierten tres litros de agua, se agrega la canela  y se pone a hervir. en el metate se muele la mora, se cuela y se anade a la olla, se  hierve durante cinco minutos. se agrega el azucar, se saca la canela y se deja enfriar para servirse.  agua de nopal jazmin lopez alonso patria nueva, santiago de anaya ingredientes: 4   nopales 1   litro de agua   azucar al gusto elaboracion: en una olla de barro se vierte un litro de agua y se endulza. los nopales se limpian, se enjuagan y se muelen. la mezcla obte- nida se cuela y se agrega al agua. se mueve con una cuchara de madera hasta que se integren todos  los ingredientes. 301"
1482,agua de epazote,"['6   ramas de epazote ', ' 1/2    cucharadita de anis', '1   rajita de canela ', ' 1/2    taza de azucar', '25   gramos de chocolate amargo', '2   litros de agua', ' ']",": se pica el epazote. se muelen el anis, la canela y el chocolate. en una olla de barro se calienta agua y se agregan los ingredientes  que se molieron junto con el azucar y el epazote. debe hervir durante  10 minutos.  se sirve frio o caliente. receta recuperada por pena sanchez y hernandez albarran, 2009:284. 302"
1483,atole de masa,"[' ', '250  gramos de masa de maiz', '5   gramos de canela', '2   cucharadas de azucar', '1  1/2   litros de aguamiel']",": en una olla se coloca un litro y medio de aguamiel y se pone a hervir  con la canela. la masa se diluye en aguamiel y se cuela, una vez hecho esto se  vierte, poco a poco, en el agua sin dejar de mover, para que se incorpore.  sin retirar del fuego se agrega el azucar y se mueve la mezcla por  15 minutos hasta que espese. 303"
1484,agua de tuna de cardon,"['15   tunitas ', '1  1/2   litros de agua', '3   cucharadas de azucar']",": las tunas se limpian, se pelan y se muelen. en una olla de barro se vierte un litro y medio de agua y se hierve  con la canela. se agrega la mezcla de las tunas, previamente colada, junto con el  azucar. se deja enfriar.  agua de xoconostle margarita santiago primitiva seccion sur, santiago de anaya ingredientes: 5   xoconostles 1   litro de agua   azucar al gusto elaboracion: en una olla de barro se vierten dos litros de agua y se agrega azucar. los xoconostles se deben limpiar, pelar, moler y colar para ser  anadidos al agua. 304"
1485,atole de aguamiel,"['250  gramos de masa de maiz', '1  1/2   litros de aguamiel', '2   pedazos de canela']",": en una olla se hierve un litro de aguamiel con la canela. aparte, en una cacerola, se bate la masa con el resto del aguamiel.  esta mezcla se cuela para retirar los grumos. poco a poco se agrega la masa al aguamiel sin dejar de mover. se  deja hervir durante 20 minutos. atole de maiz tostado alicia atiliano hernandez patria nueva, santiago de anaya ingredientes:   500  gramos de maiz 5   gramos de canela 1  1/2   litros de agua elaboracion: el maiz se pone a tostar en un comal, se deja enfriar y se muele.  en una olla se coloca un litro y medio de agua y se pone hervir con  la canela por 10 minutos, se agrega, poco a poco, la masa sin dejar  de mover. se deja hervir hasta que espese. 305"
1486,atole de masa con garambullo ,"['1   kilogramo de garambullo', '250  mililitros de miel de abeja', '500  gramos de masa de maiz', '2   litros de agua', ' ']",":   en una olla de barro se hierve el agua. aparte se disuelve la masa en agua y se cuela. a la olla de barro se agrega la masa disuelta, y se hierve durante  15 minutos. se pica o se muele el garambullo. se agrega el garambullo y, poco a poco, se va integrando la miel,  sin dejar de mover para evitar que se pegue, se deja hervir otros 10  o 15 minutos a fuego lento hasta que tome una consistencia espesa. receta recuperada de: pena sanchez y hernandez albarran, 2009:286. 306"
1487,atole de mezquite,"['20    piezas de vainas de mezquite', '500  gramos de masa de maiz', '  canela al gusto', '3   litros de agua']",": en una olla con un litro de agua se echan a hervir las semillas del  mezquite, una vez cocidas, se escurren y se muelen. la masa de maiz se diluye en agua y se cuela para quitar los grumos. en otra olla se hierven dos litros de agua con la canela y se va  agregando, poco a poco, la masa sin dejar de mover.  despues se anade la pasta de las semillas del mezquite. se deja  hervir hasta que espese. 307"
1488,atole de pepita de calabaza,"['3   gramos de canela', '2   litros de leche', '250   gramos de pepita  ', 'de calabaza', '150  gramos de azucar', '100  gramos de harina']",": en una olla de barro se hierve litro y medio de leche con la canela.  aparte, se disuelve la harina con el resto de la leche, se deshacen  los grumos, se agrega a la leche y se saca la canela.  las pepitas se muelen y se anaden a la leche junto con el azucar,  sin dejar de mover. se deja hervir el atole moviendo constantemente la mezcla, duran- te 10 minutos. 308"
1489,atole de trigo,"['500  gramos de trigo', '100  gramos de piloncillo', '2   rajitas de canela', '2   litros de agua', '  azucar al gusto ', ' ']",": se tuesta el trigo en un comal de barro durante 15 minutos. una vez tostado se muele en el metate, se agrega un poco de agua  y se cuela. en una olla de barro se hierve el agua con la canela. se anade el piloncillo y el trigo molido. se mueve el atole con una pala de madera y se hierve por unos  20 minutos sin dejar de mover para evitar que se pegue y, si se con- sidera necesario, se puede agregar un poco de azucar para terminar  de endulzar. receta recuperada por pena sanchez y hernandez albarran, 2009:287. 309"
1490,atole de semilla de pirul,"['250  gramos de semilla de pirul rojo', '250  gramos de masa de maiz', '1   rajita de canela', '2   litros de agua', ' ']",": a las semillas de pirul se les quita la cascara, se muelen y se cuelan. en una olla de barro se hierve el agua con la canela. posteriormente, se vierte la masa previamente disuelta en agua y  colada, dejando hervir por 10 minutos. se agrega, disolviendo con la mano, la masa de semillas de pirul y  se hierve por otros 10 o 15 minutos. constantemente se tiene que mover el atole para evitar que se  pegue. se puede servir con una consistencia liquida o espesa segun el  tiempo que se deje en el fuego. receta recuperada por pena sanchez y hernandez albarran, 2009:287. 310"
1491,atole de petalos de tuna,"['300  gramos de petalos de flor de tuna de nopal', '  canela al gusto', '  azucar al gusto', '1  1/2   litros de agua']",": los petalos de la flor de nopal se lavan y se muelen. en una olla se pone a hervir litro y medio de agua con canela y se  agregan los petalos molidos.  se revuelve constantemente y se deja que espese para agregar el  azucar, se continua moviendo por unos 10 minutos mas. charape norma vega hernandez el mezquital, santiago de anaya ingredientes:   1   litro de pulque 1   torre de piloncillo 3   pedazos de canela 3   pizcas de anis elaboracion: se muele el piloncillo con la canela y el anis y un poco de pulque, la  mezcla se cuela y se agrega al pulque. se deja fermentar. 311"
1492,pulque curado de escamoles con pinon,"['250  gramos de escamoles', '100  gramos de pinones', '9   litros de pulque', '100  gramos de azucar', '100  mililitros de miel']",": los escamoles se limpian, se cuecen y se escurren.  despues, los escamoles y los pinones se muelen con un poco de  pulque, y se cuelan para ser anadidos al resto del pulque. se agregan los demas ingredientes y se mueve suavemente. se deja reposar por una hora. pulque curado de guayaba cirilo mejia el sitio, santiago de anaya ingredientes: 6  piezas de guayaba  5   litros de pulque elaboracion: se licuan las guayabas con un poco de pulque, se cuela la mezcla y  se agrega al pulque. 312"
1493,pulque curado de mora,"['2   litros de pulque', '1   kilogramo de mora', '100  mililitros de lechera', '50   mililitros de leche clavel', '1   pizca de canela']",": se licuan la mora, la lechera, la leche clavel y la canela. se cuelan. al pulque se le agrega la mezcla anterior y se mueve para incor- porar los ingredientes. pulque curado de pina avelina cruz julian villagran, ixmiquilpan ingredientes: 50   gramos de pina 1   litro de pulque elaboracion: se licua la pina y se cuela para mezclarla con el pulque. 313"
